iter	MultiClass
254	0.04979438484
255	0.049566286
256	0.04930979953
257	0.04922028564
258	0.04895117569
259	0.04883001201
260	0.04858913788
261	0.04836863048
262	0.04814876944
263	0.04801427086
264	0.04791343488
265	0.04761039772
266	0.04743006855
267	0.04727100408
268	0.04711588715
269	0.04700170326
270	0.04684093831
271	0.04667291594
272	0.0464164902
273	0.04630539927
274	0.04618479953
275	0.04595821898
276	0.04582503915
277	0.04560661397
278	0.04544659081
279	0.04530450947
280	0.04515854999
281	0.04500321617
282	0.04471157483
283	0.04459706125
284	0.0444122206
285	0.04430733296
286	0.04422595709
287	0.04407405894
288	0.04396582673
289	0.04380538713
290	0.04370218262
291	0.04360640037
292	0.04341217236
293	0.04329950676
294	0.04324614546
295	0.04308879015
296	0.04289782429
297	0.04280942091
298	0.04272329497
299	0.04261783906
300	0.04233971483
301	0.04214302719
302	0.04201094052
303	0.04191175297
304	0.04179643253
305	0.04159970151
306	0.04154250979
307	0.04138996962
308	0.0411980147
309	0.04111741967
310	0.0410113174
311	0.04085432648
312	0.04077066884
313	0.04066358185
314	0.04059399657
315	0.04046619147
316	0.04036232325
317	0.04020727574
318	0.04010360707
319	0.04001189383
320	0.0399000134
321	0.03979092227
322	0.03964303673
323	0.03945583623
324	0.03935503062
325	0.03923594482
326	0.03905156399
327	0.03888504256
328	0.03875524633
329	0.03868276763
330	0.0385796065
331	0.03833903168
332	0.03828888915
333	0.0381780802
334	0.0380692667
335	0.03795390722
336	0.03786126566
337	0.03777156523
338	0.03771037825
339	0.03761461335
340	0.03757143759
341	0.03742517012
342	0.0373575239
343	0.03724528342
344	0.03712947279
345	0.03703475334
346	0.03696070429
347	0.03690470985
348	0.03683309874
349	0.03675979148
350	0.03667057691
351	0.03653578768
352	0.03638004392
353	0.03627727321
354	0.03619622269
355	0.03617174139
356	0.03608093479
357	0.03598494865
358	0.03590657465
359	0.0357394741
360	0.0356189134
361	0.0354953248
362	0.0353925259
363	0.03532715278
364	0.03522730802
365	0.03516169631
366	0.03507526238
367	0.03500167315
368	0.03493499864
369	0.03484802246
370	0.03479005641
371	0.03470789971
372	0.03463453606
373	0.03451464557
374	0.03448557905
375	0.03435783901
376	0.0342552787
377	0.03420877572
378	0.03414287337
379	0.03403710729
380	0.03394841111
381	0.03382835795
382	0.0337151848
383	0.0336143575
384	0.03352025838
385	0.03345400031
386	0.03339288491
387	0.03333058523
388	0.03319614955
389	0.03313281528
390	0.03303205738
391	0.0329575702
392	0.03284278767
393	0.0327459296
394	0.03261258926
395	0.03253043472
396	0.03248057416
397	0.03234884971
398	0.03225418449
399	0.03216592427
400	0.0321059107
401	0.03198105108
402	0.03179013944
403	0.03170225663
404	0.03162901878
405	0.03145861704
406	0.03140396519
407	0.03135106589
408	0.031274824
409	0.03120772437
410	0.03108221622
411	0.03100561428
412	0.03096386571
413	0.03086876886
414	0.03071773179
415	0.03061506519
416	0.0305074967
417	0.03038657594
418	0.03031943944
419	0.03023175183
420	0.03014775149
421	0.03009894289
422	0.03002982611
423	0.0299557814
424	0.02990970571
425	0.02987121278
426	0.02983347466
427	0.02978156875
428	0.02974477197
429	0.0297037088
430	0.02963549215
431	0.02955452405
432	0.02951186667
433	0.02946119275
434	0.02938461683
435	0.02931719619
436	0.02923403959
437	0.02920758234
438	0.02913171352
439	0.02904734445
440	0.02900658277
441	0.02893129524
442	0.0288636924
443	0.0288056114
444	0.02874880793
445	0.02869568522
446	0.02865383905
447	0.02859006663
448	0.02853350392
449	0.02847422781
450	0.02838782641
451	0.02834852228
452	0.02832127336
453	0.02828144651
454	0.02817419685
455	0.02803596328
456	0.02795632694
457	0.02786010222
458	0.02781307652
459	0.02774317673
460	0.02764435574
461	0.02759932116
462	0.02751444238
463	0.02747961287
464	0.02740354667
465	0.02733167745
466	0.02726080812
467	0.02721421188
468	0.0271714851
469	0.02709575509
470	0.02703485658
471	0.0269762637
472	0.02695233766
473	0.0268912678
474	0.02682019459
475	0.02674488754
476	0.02668438812
477	0.02661629293
478	0.02652135224
479	0.0264714765
480	0.0264345062
481	0.02637119795
482	0.02632648004
483	0.02623477331
484	0.02621040914
485	0.02608760354
486	0.02598496297
487	0.0258858188
488	0.02583283056
489	0.02575803538
490	0.02568570851
491	0.02564610073
492	0.02559859351
493	0.02555662154
494	0.02548565461
495	0.02543724727
496	0.02536400074
497	0.02531429852
498	0.02524094138
499	0.02519167729
500	0.02513841576
501	0.02508419772
502	0.02502678259
503	0.02500111486
504	0.02497770286
505	0.02495985648
506	0.0248553072
507	0.02482423437
508	0.02476026024
509	0.02467222126
510	0.0246340385
511	0.0245373713
512	0.02451358407
513	0.02448575387
514	0.02443644423
515	0.02441594951
516	0.02434604756
517	0.0242735233
518	0.02418941452
519	0.02413701408
520	0.02408821849
521	0.02405030251
522	0.02402065253
523	0.02395903175
524	0.02392293988
525	0.02385790946
526	0.02377585253
527	0.02368983504
528	0.02364809298
529	0.02359825194
530	0.02353290918
531	0.02348308983
532	0.02340338191
533	0.02332426395
534	0.02328462147
535	0.02321881889
536	0.02318085086
537	0.02309726045
538	0.02306343084
539	0.02301558093
540	0.02295109058
541	0.02287006175
542	0.02283696091
543	0.02277942866
544	0.0227275054
545	0.02263911504
546	0.02261794795
547	0.02256736945
548	0.02249117745
549	0.02245481013
550	0.02242112366
551	0.02239263625
552	0.02236909629
553	0.02233196982
554	0.02230213331
555	0.02227408837
556	0.02225124899
557	0.02221644984
558	0.02213202655
559	0.02208539994
560	0.02204495493
561	0.02199230723
562	0.0219639955
563	0.02194224929
564	0.02187713645
565	0.02185458337
566	0.02180210702
567	0.02177499474
568	0.02172503875
569	0.02170622066
570	0.02164053304
571	0.02162040488
572	0.02155698168
573	0.0215234362
574	0.02149331121
575	0.0214463137
576	0.02142471498
577	0.02139793673
578	0.02136394878
579	0.02130895423
580	0.02128560514
581	0.02123622827
582	0.0211827455
583	0.02114058049
584	0.02108708906
585	0.02104148621
586	0.0209870209
587	0.02093359453
588	0.02087184578
589	0.02082601736
590	0.02080031275
591	0.02075266021
592	0.02072412292
593	0.02067363335
594	0.02060157109
595	0.02058095491
596	0.02054424489
597	0.02049049752
598	0.02042307254
599	0.02038944898
600	0.02032754623
601	0.02024553918
602	0.02017663062
603	0.02014683098
604	0.02011592081
605	0.02008307375
606	0.0199955987
607	0.01996058265
608	0.01988983913
609	0.01983180585
610	0.01977542316
611	0.01972758409
612	0.01970715228
613	0.01967787536
614	0.01963025536
615	0.01960613194
616	0.01957241945
617	0.01953654015
618	0.01950908517
619	0.01946425014
620	0.01940241897
621	0.01934516435
622	0.01929738601
623	0.01925341641
624	0.01923384568
625	0.01918991946
626	0.01914903631
627	0.01912547032
628	0.01909915189
629	0.01901978233
630	0.0189878072
631	0.01892331035
632	0.01887277306
633	0.01882962333
634	0.01878841918
635	0.01877047302
636	0.01872859432
637	0.01868979773
638	0.01867060007
639	0.01863654922
640	0.01862023631
641	0.01860629626
642	0.01857573313
643	0.0185388279
644	0.01849084351
645	0.0184574195
646	0.01842846142
647	0.0183981282
648	0.01838347022
649	0.01833208704
650	0.01830059559
651	0.01828243687
652	0.0182471562
653	0.01821911994
654	0.01818574039
655	0.01812634282
656	0.01806161388
657	0.01803871486
658	0.01800509563
659	0.01798628622
660	0.01796378845
661	0.01791350169
662	0.01789241159
663	0.0178459726
664	0.01782921071
665	0.0177969959
666	0.01777560323
667	0.01774877943
668	0.01771637483
669	0.0176556878
670	0.01762471365
671	0.01760843544
672	0.01755656206
673	0.01751853439
674	0.01749069225
675	0.01746430116
676	0.01741844345
677	0.01738398809
678	0.01735945799
679	0.01734831592
680	0.0173056206
681	0.01728810281
682	0.01724286978
683	0.01721721831
684	0.0172069536
685	0.01715528953
686	0.01712268648
687	0.01708652412
688	0.01704874371
689	0.01702582841
690	0.0170091587
691	0.01697802838
692	0.01695022203
693	0.0169194214
694	0.0169010241
695	0.01688534019
696	0.01684953246
697	0.01680971321
698	0.01678497922
699	0.01675716636
700	0.01671282044
701	0.01669697385
702	0.01665206399
703	0.01660359701
704	0.01657738269
705	0.01654847558
706	0.01650515125
707	0.01647442002
708	0.01646182691
709	0.01643295125
710	0.01637827122
711	0.01636066884
712	0.01634402407
713	0.01629969225
714	0.0162765221
715	0.01624588739
716	0.01621987371
717	0.01618782916
718	0.01615834511
719	0.01612057554
720	0.01610010902
721	0.01607226363
722	0.01604161049
723	0.01602797735
724	0.01600704884
725	0.01597812113
726	0.01594801566
727	0.01592425229
728	0.0158958755
729	0.01586580148
730	0.01582794623
731	0.0158083267
732	0.01577760416
733	0.01575087579
734	0.01572031917
735	0.01569303555
736	0.01565549047
737	0.01563234309
738	0.01560853959
739	0.01558785401
740	0.01556755993
741	0.01551690878
742	0.01549962958
743	0.01546309633
744	0.0154502039
745	0.01542256022
746	0.01538679913
747	0.01533446593
748	0.01531773115
749	0.01530579633
750	0.0152741563
751	0.01524404541
752	0.01523861428
753	0.01520960631
754	0.01518292674
755	0.01516446112
756	0.0151308061
757	0.01509364168
758	0.01506460335
759	0.01503672325
760	0.01500817945
761	0.014989806
762	0.01498544743
763	0.01496634195
764	0.01494387889
765	0.01492956361
766	0.01490902443
767	0.01487156611
768	0.01484702408
769	0.01480474303
770	0.01476637482
771	0.01475652764
772	0.01472462083
773	0.01470727222
774	0.01468725035
775	0.01463981146
776	0.01461737442
777	0.01458964507
778	0.01457348399
779	0.01454817739
780	0.01451292384
781	0.01449040546
782	0.01446746089
783	0.01444319323
784	0.0144216856
785	0.01440383488
786	0.01438894374
787	0.01437506659
788	0.01434837618
789	0.0143320535
790	0.01430667424
791	0.01427736913
792	0.01425481171
793	0.01423692412
794	0.01419457257
795	0.01416816739
796	0.0141552088
797	0.01414385743
798	0.01412269034
799	0.01410358486
800	0.01408611479
801	0.01406955136
802	0.01404118758
803	0.01403510901
804	0.01401638636
805	0.01400049639
806	0.01396778164
807	0.01394757974
808	0.0139305272
809	0.01389294091
810	0.01387388749
811	0.01385117391
812	0.01383863068
813	0.01381234913
814	0.01377499925
815	0.01375527778
816	0.01373460413
817	0.01372036585
818	0.01370993196
819	0.0136900207
820	0.0136703155
821	0.01365469883
822	0.01363905722
823	0.01362013068
824	0.01360455088
825	0.01356279797
826	0.01355316878
827	0.01352159057
828	0.01350427342
829	0.0134814644
830	0.01346152061
831	0.01342818552
832	0.01341704346
833	0.01339385813
834	0.01338028681
835	0.01336248597
836	0.01334405396
837	0.01331957266
838	0.01328975892
839	0.01328050062
840	0.01327161321
841	0.01324159884
842	0.01320383469
843	0.01318121112
844	0.01316705851
845	0.01314163588
846	0.01309439111
847	0.01307666944
848	0.0130580856
849	0.01303265754
850	0.01301407045
851	0.01299842233
852	0.01297595492
853	0.012940581
854	0.01291456731
855	0.01290234076
856	0.01289280374
857	0.01285836031
858	0.01283157663
859	0.01281606407
860	0.01280351651
861	0.01278299035
862	0.01275392599
863	0.01273575751
864	0.01270880899
865	0.01268513238
866	0.01266557467
867	0.01264913162
868	0.01262868571
869	0.01261437151
870	0.01260012564
871	0.0125702555
872	0.01253708526
873	0.0125130551
874	0.01247813232
875	0.01246299066
876	0.01244479832
877	0.01242927383
878	0.01241205971
879	0.01237063757
880	0.0123566433
881	0.01232497182
882	0.01231243727
883	0.01229290125
884	0.01227147388
885	0.0122520886
886	0.01222586669
887	0.01220371813
888	0.01219087992
889	0.01217715678
890	0.01214991111
891	0.01213390944
892	0.01209978485
893	0.01208984223
894	0.01206818278
895	0.01205609287
896	0.01204109436
897	0.01203177967
898	0.01201335416
899	0.01197753776
900	0.0119623679
901	0.01195277883
902	0.01192740499
903	0.01190743734
904	0.01188729401
905	0.0118634428
906	0.01184940623
907	0.01183371473
908	0.01181670557
909	0.01180267551
910	0.0117883548
911	0.01176188346
912	0.01173794983
913	0.01173158821
914	0.01171207713
915	0.01170153154
916	0.01168619683
917	0.01166662828
918	0.01164389084
919	0.01161907768
920	0.01160592931
921	0.01158691385
922	0.01157899055
923	0.01157040681
924	0.01154604046
925	0.01152538416
926	0.01150106553
927	0.0114819221
928	0.01146644533
929	0.01146008804
930	0.01144762941
931	0.01144020173
932	0.01142872673
933	0.01140706619
934	0.01139130094
935	0.01137358903
936	0.01134474157
937	0.01132800787
938	0.01131487577
939	0.01128641439
940	0.01127672988
941	0.01125332765
942	0.01122794189
943	0.01120242164
944	0.01119430856
945	0.01117856175
946	0.01116653258
947	0.01114178449
948	0.01112733799
949	0.01111188182
950	0.01108543326
951	0.01106005508
952	0.01105375202
953	0.01103715497
954	0.01102553031
955	0.01099809268
956	0.0109832601
957	0.01097255726
958	0.01095532578
959	0.0109256617
960	0.01091399149
961	0.01089080832
962	0.01087229172
963	0.01086651464
964	0.01084197694
965	0.01081511085
966	0.01079363901
967	0.01077425156
968	0.01076197621
969	0.01075753522
970	0.0107378452
971	0.01072853267
972	0.01071379119
973	0.01069109062
974	0.0106769456
975	0.01066966541
976	0.01066278432
977	0.0106496045
978	0.01063700705
979	0.01062031131
980	0.01059529427
981	0.0105898447
982	0.01058112106
983	0.01057521167
984	0.01055270197
985	0.01054032142
986	0.01052957303
987	0.010520023
988	0.0105044291
989	0.01049456024
990	0.01047293874
991	0.01046405459
992	0.01045147558
993	0.01044566379
994	0.01043134742
995	0.01041735098
996	0.01040370483
997	0.01038951643
998	0.01037399954
999	0.01035352218
